id,title,link,author,publication_date,source,verdict,rating,price
1492,BMW M4 Coupe review,https://www.carbuyer.co.uk/bmw/4-series/m4-coupe,"Andy Goodwin, Tom Gumbrell",2024-05-07,Carbuyer,,4.0,
1493,"Peugeot 508 hatchback review – a sleek, efficient compact executive car",https://www.carbuyer.co.uk/peugeot/508,"Richard Ingram, Charlie Harvey",2024-05-13,Carbuyer,,4.0,
1494,Mercedes G-Class review - iconic 4x4 adds EV power,https://www.carbuyer.co.uk/mercedes/g-class,"Andy Goodwin, Paul Barker",2024-05-13,Carbuyer,,3.5,139305
1495,Smart #3 review – affordable coupe-SUV with big kit list,https://www.carbuyer.co.uk/smart/3,"Andy Goodwin, Alastair Crooks",2024-05-14,Carbuyer,,3.8,33950
1496,"Lexus UX SUV review – premium and efficient, but lacks boot space",https://www.carbuyer.co.uk/lexus/ux,"Andy Goodwin, Tom Gumbrell",2024-05-16,Carbuyer,,3.9,
1497,Peugeot 5008 review - a capable and frugal 7-seater (2017-2024),https://www.carbuyer.co.uk/peugeot/5008/156241/peugeot-5008-review-a-capable-and-frugal-7-seater-2017-2024,"Andy Goodwin, Richard Ingram",2024-05-17,Carbuyer,,3.6,39660
1498,Citroen C3 review - an affordable and comfy supermini,https://www.carbuyer.co.uk/citroen/c3,"Charlie Harvey, John McIlroy",2024-05-21,Carbuyer,,4.0,18585
1499,Skoda Octavia Estate review – the class leader for practicality,https://www.carbuyer.co.uk/skoda/octavia/octavia-estate,Charlie Harvey,2024-05-24,Carbuyer,,4.5,28605
1500,SEAT Tarraco SUV review – good-value seven-seat SUV,https://www.carbuyer.co.uk/seat/tarraco,"Andy Goodwin, Tom Gumbrell",2024-05-24,Carbuyer,,4.1,
1501,"Toyota C-HR review - stylish and efficient, but lacks rear space",https://www.carbuyer.co.uk/toyota/c-hr,"Andy Goodwin, John McIlroy",2024-05-28,Carbuyer,,3.8,31440
1502,GWM Ora 03 review - a surprising small EV,https://www.carbuyer.co.uk/gwm-ora/funky-cat,"Andy Goodwin, John McIlroy",2024-05-28,Carbuyer,,4.0,31995
1503,Vauxhall Corsa review – the best Corsa yet,https://www.carbuyer.co.uk/vauxhall/corsa,"Charlie Harvey, Andy Goodwin",2024-06-03,Carbuyer,,4.1,
1504,DS 4 review – French model takes on premium rivals,https://www.carbuyer.co.uk/ds/4,"Andy Goodwin, Antony Ingram",2024-06-03,Carbuyer,,4.0,34400
1505,Audi S5 coupe review (2017-2019),https://www.carbuyer.co.uk/audi/a5/s5-coupe,Richard Ingram,2024-06-03,Carbuyer,,3.3,
1506,Toyota Highlander SUV review (2021-2023),https://www.carbuyer.co.uk/toyota/highlander,Richard Ingram,2024-06-04,Carbuyer,,3.7,
1507,Rolls-Royce Dawn review (2016-2023),https://www.carbuyer.co.uk/rolls-royce/dawn,Richard Ingram,2024-06-04,Carbuyer,,3.3,
1508,BMW 5 Series hybrid review (2019-2024),https://www.carbuyer.co.uk/bmw/5-series/5-series-hybrid,Ben Custard,2024-06-05,Carbuyer,,3.6,
1509,SEAT Ateca review – good value SUV that's fun to drive,https://www.carbuyer.co.uk/seat/ateca,Andy Goodwin,2024-06-07,Carbuyer,,4.3,
1510,Audi A3 Saloon review – a swish executive contender,https://www.carbuyer.co.uk/audi/a3/a3-saloon,Andy Goodwin,2024-06-14,Carbuyer,,3.9,30080
1511,Hyundai Ioniq Electric review (2016-2022),https://www.carbuyer.co.uk/hyundai/ioniq/ioniq-electric,Ben Custard,2022-06-30,Carbuyer,,3.2,
1512,Volkswagen Golf R estate review,https://www.carbuyer.co.uk/volkswagen/golf/golf-r-estate,Richard Ingram,2022-03-31,Carbuyer,,4.0,
1513,McLaren 720S Spider convertible review,https://www.carbuyer.co.uk/mclaren/720s/720s-spider,Ben Hodges,2022-01-27,Carbuyer,,4.0,
1514,McLaren GT coupe review,https://www.carbuyer.co.uk/mclaren/gt,Ben Hodges,2021-12-09,Carbuyer,,4.0,
1515,Honda Civic Type R review (2017-2021),https://www.carbuyer.co.uk/reviews/honda/civic/type-r-hatchback/158740,Andy Goodwin,2021-06-23,Carbuyer,,3.8,
1516,Lexus IS saloon review (2013-2020),https://www.carbuyer.co.uk/lexus/is,Richard Ingram,2021-06-23,Carbuyer,,3.6,
1517,SEAT Leon Estate review,https://www.carbuyer.co.uk/seat-leon-estate,Richard Ingram,2021-07-05,Carbuyer,,4.1,
1518,Volkswagen Passat saloon review (2014-2021),https://www.carbuyer.co.uk/volkswagen/passat/144599/volkswagen-passat-saloon-review-2014-2021,Andy Goodwin,2021-07-08,Carbuyer,,3.7,
1519,Mercedes EQA SUV review,https://www.carbuyer.co.uk/mercedes/eqa,Richard Ingram,2021-07-14,Carbuyer,,3.9,50340
1520,Volkswagen Arteon Shooting Brake estate review,https://www.carbuyer.co.uk/volkswagen/arteon/arteon-shooting-brake-estate,Richard Ingram,2021-07-09,Carbuyer,,4.0,
1521,Audi Q3 Sportback SUV review,https://www.carbuyer.co.uk/audi/q3/q3-sportback,Richard Ingram,2021-07-16,Carbuyer,,4.1,36295
1522,Mercedes-AMG E 63 Estate review (2016-2023),https://www.carbuyer.co.uk/mercedes/e-class/amg-e63-estate,Richard Ingram,2021-07-21,Carbuyer,,3.6,
1523,Skoda Fabia hatchback review (2015-2021),https://www.carbuyer.co.uk/skoda/fabia/144723/skoda-fabia-hatchback-review-2015-2021,Richard Ingram,2021-08-04,Carbuyer,,3.9,20410
1524,Audi e-tron GT saloon review,https://www.carbuyer.co.uk/audi/e-tron-gt,Richard Ingram,2021-08-10,Carbuyer,,4.3,89135
1525,Mercedes GLA 250 e SUV review,https://www.carbuyer.co.uk/mercedes/gla/gla-250-e-suv,Richard Ingram,2021-08-18,Carbuyer,,4.1,
1526,MG 3 hatchback review (2013-2024),https://www.carbuyer.co.uk/reviews/mg/3/hatchback/115949,Richard Ingram,2021-08-19,Carbuyer,,2.3,
1527,BMW 2 Series Active Tourer MPV review (2014-2021),https://www.carbuyer.co.uk/bmw/2-series/143107/bmw-2-series-active-tourer-mpv-review-2014-2021,Richard Ingram,2021-09-03,Carbuyer,,3.4,35130
1528,Ford Fiesta Active hatchback review,https://www.carbuyer.co.uk/ford/fiesta/fiesta-active-hatchback,Richard Ingram,2021-09-07,Carbuyer,,4.4,
1529,Fiat Doblo MPV review (2010-2021),https://www.carbuyer.co.uk/fiat/doblo,Richard Ingram,2021-09-14,Carbuyer,,2.4,
1530,Volkswagen Sharan MPV review (2010-2022),https://www.carbuyer.co.uk/volkswagen/sharan,Ben Hodges,2021-09-15,Carbuyer,,3.6,
1531,Mitsubishi Outlander PHEV SUV review (2014-2021),https://www.carbuyer.co.uk/mitsubishi/outlander-phev,Andy Goodwin,2021-09-16,Carbuyer,,3.3,
1532,Citroën Grand C4 SpaceTourer MPV review (2013-2022),https://www.carbuyer.co.uk/citroen/grand-c4-spacetourer,Ben Hodges,2021-09-17,Carbuyer,,3.8,
1533,Fiat 500L MPV review (2013-2021),https://www.carbuyer.co.uk/fiat/500l,Richard Ingram,2021-09-22,Carbuyer,,2.5,
1534,Mitsubishi L200 pickup review (2015-2021),https://www.carbuyer.co.uk/mitsubishi/l200,Richard Ingram,2021-09-25,Carbuyer,,3.4,
1535,Hyundai i30 N hatchback review,https://www.carbuyer.co.uk/hyundai/i30/i30-n,Richard Ingram,2021-10-25,Carbuyer,,4.2,
1536,Toyota Aygo hatchback review (2014-2022),https://www.carbuyer.co.uk/toyota/aygo,Andy Goodwin,2021-10-28,Carbuyer,,3.2,
1537,BMW i8 Coupe review (2014-2021),https://www.carbuyer.co.uk/bmw/i8,Richard Ingram,2021-11-01,Carbuyer,,3.3,
1538,MG5 EV estate - Practicality & boot space,https://www.carbuyer.co.uk/mg/5/303988/mg5-ev-estate-practicality-boot-space,Richard Ingram,2021-11-03,Carbuyer,,4.5,30995
1539,Fiat Tipo Station Wagon estate review (2016-2021),https://www.carbuyer.co.uk/fiat/tipo/tipo-station-wagon-estate,Richard Ingram,2021-11-05,Carbuyer,,3.1,
1540,Volvo V60 Cross Country estate review,https://www.carbuyer.co.uk/volvo/v60/v60-cross-country-estate,Ben Custard,2021-11-10,Carbuyer,,4.3,
1541,Volvo V90 Cross Country estate,https://www.carbuyer.co.uk/volvo/v90/v90-cross-country-estate,Richard Ingram,2021-11-22,Carbuyer,,4.0,
1542,Volkswagen Tiguan R SUV review,https://www.carbuyer.co.uk/volkswagen/tiguan/tiguan-r,Ben Custard,2021-11-30,Carbuyer,,3.6,
1543,Used VW Golf buying guide: 2004-08 (Mk5); 2009-13 (Mk6),https://www.carbuyer.co.uk/volkswagen/golf/151745/used-vw-golf-buying-guide-2004-08-mk5-2009-13-mk6,,2021-12-01,Carbuyer,,,
1544,Genesis G70 Shooting Brake estate review,https://www.carbuyer.co.uk/genesis/g70/g70-shooting-brake,Richard Ingram,2021-12-01,Carbuyer,,3.3,
1545,Used Ford Fiesta buying guide: 2002-08 (Mk6); 2008-13 (Mk7),https://www.carbuyer.co.uk/ford/fiesta/151793/used-ford-fiesta-buying-guide-2002-08-mk6-2008-13-mk7,,2021-12-02,Carbuyer,,,
1546,BMW iX3 SUV review,https://www.carbuyer.co.uk/bmw-ix3,Richard Ingram,2021-12-07,Carbuyer,,4.0,
1547,Renault Megane hatchback review (2016-2022),https://www.carbuyer.co.uk/renault/megane/151477/renault-megane-hatchback-review-2016-2022,Ben Custard,2021-12-06,Carbuyer,,3.1,
1548,Volkswagen Tiguan Allspace SUV review,https://www.carbuyer.co.uk/volkswagen/tiguan/tiguan-allspace-suv,Ben Hodges,2021-12-08,Carbuyer,,3.8,
1549,Ford Mondeo hybrid review (2014-2022),https://www.carbuyer.co.uk/ford/mondeo/mondeo-hybrid,Ben Custard,2021-12-09,Carbuyer,,2.7,
1550,Volkswagen Caddy MPV review,https://www.carbuyer.co.uk/volkswagen/caddy,Ben Custard,2021-12-09,Carbuyer,,4.0,
1551,Volkswagen Golf R-Line review,https://www.carbuyer.co.uk/reviews/volkswagen/golf/r-line,Ben Custard,2021-12-14,Carbuyer,,4.0,
1552,Nissan X-Trail SUV review (2013-2021),https://www.carbuyer.co.uk/nissan/x-trail/141810/nissan-x-trail-suv-review-2013-2021,Ben Hodges,2021-12-13,Carbuyer,,3.6,
1553,Genesis G70 saloon review,https://www.carbuyer.co.uk/genesis/g70,Richard Ingram,2021-12-15,Carbuyer,,3.6,
1554,Genesis GV70 SUV review,https://www.carbuyer.co.uk/genesis/gv70,Richard Ingram,2021-12-15,Carbuyer,,3.9,42455
1555,Renault Megane Sport Tourer estate review (2016-2022),https://www.carbuyer.co.uk/renault/megane/megane-sport-tourer-estate,Ben Custard,2021-12-20,Carbuyer,,3.2,
1556,Porsche Taycan Cross Turismo estate review,https://www.carbuyer.co.uk/porsche/taycan/taycan-cross-turismo-estate,Richard Ingram,2021-12-28,Carbuyer,,4.4,99845
1557,Genesis GV80 SUV review,https://www.carbuyer.co.uk/genesis/gv80,Ben Hodges,2022-01-02,Carbuyer,,4.2,
1558,Ford Tourneo Connect MPV review (2014-2022),https://www.carbuyer.co.uk/ford/tourneo-connect/141968/ford-tourneo-connect-mpv-review-2014-2022,Ben Custard,2022-01-06,Carbuyer,,3.2,
1559,Volkswagen Passat Estate review (2015-2024),https://www.carbuyer.co.uk/volkswagen/passat/passat-estate,Richard Ingram,2022-01-07,Carbuyer,,4.0,39730
1560,Used Volkswagen Golf review: 2013 to 2019 (Mk7),https://www.carbuyer.co.uk/volkswagen/golf/73525/used-volkswagen-golf-review-2013-to-2019-mk7,,2022-01-07,Carbuyer,,3.8,
1561,Ford S-MAX MPV review,https://www.carbuyer.co.uk/ford/s-max,Ben Custard,2022-01-10,Carbuyer,,3.6,
1562,Used Audi A1 review: 2010 to 2019 (Mk1),https://www.carbuyer.co.uk/audi/a1/38474/used-audi-a1-review-2010-to-2019-mk1,Sam Naylor,2022-01-10,Carbuyer,,3.5,
1563,BMW 1 Series M Sport review,https://www.carbuyer.co.uk/reviews/bmw/1-series/m-sport,Ben Custard,2022-01-12,Carbuyer,,,
1564,Used Mercedes A-Class review: 2012 to 2018 (Mk3),https://www.carbuyer.co.uk/mercedes/a-class/62003/used-mercedes-a-class-review-2012-to-2018-mk3,Sam Naylor,2022-01-11,Carbuyer,,3.6,
1565,McLaren 720S coupe review,https://www.carbuyer.co.uk/mclaren/720s,Ben Hodges,2022-01-14,Carbuyer,,3.9,
1566,Used Nissan Qashqai review: 2014 to 2021 (Mk2),https://www.carbuyer.co.uk/nissan/qashqai/137625/used-nissan-qashqai-review-2014-to-2021-mk2,Sam Naylor,2022-01-13,Carbuyer,,3.3,
1567,Peugeot e-Traveller MPV review,https://www.carbuyer.co.uk/peugeot/e-traveller,Richard Ingram,2022-01-17,Carbuyer,,3.8,
1568,Mercedes-AMG SL Roadster review,https://www.carbuyer.co.uk/mercedes/sl,Richard Ingram,2022-01-17,Carbuyer,,3.9,108840
1569,Range Rover Sport SUV review (2013-2022),https://www.carbuyer.co.uk/land-rover/range-rover-sport/112018/range-rover-sport-suv-review-2013-2022,Ben Hodges,2022-01-17,Carbuyer,,3.6,
1570,Volkswagen Amarok pickup review (2011-2022),https://www.carbuyer.co.uk/reviews/volkswagen/amarok/sports-utility-vehicle/47895/review,Ben Custard,2022-01-18,Carbuyer,,3.0,41659
1571,Mercedes CLA Shooting Brake estate review,https://www.carbuyer.co.uk/mercedes/cla/cla-shooting-brake-estate,Ben Custard,2022-01-19,Carbuyer,,4.2,36360
1572,Bentley Flying Spur saloon review,https://www.carbuyer.co.uk/bentley/flying-spur,Ben Hodges,2022-01-19,Carbuyer,,3.9,
1573,Used Land Rover Discovery review: 2016 to 2020 (Mk5),https://www.carbuyer.co.uk/land-rover/discovery/303778/used-land-rover-discovery-review-2016-to-2020-mk5,,2022-01-19,Carbuyer,,4.0,
1574,Used Peugeot 3008 review: 2017 to present (Mk2),https://www.carbuyer.co.uk/peugeot/3008/303776/used-peugeot-3008-review-2017-to-present-mk2,Sam Naylor,2022-01-20,Carbuyer,,3.7,
1575,BMW 4 Series coupe review,https://www.carbuyer.co.uk/bmw/4-series,Richard Ingram,2022-01-21,Carbuyer,,4.2,45015
1576,Used BMW 1 Series review: 2011 to 2019 (Mk2),https://www.carbuyer.co.uk/reviews/bmw/series-1/hatchback/53873,Sam Naylor,2022-01-20,Carbuyer,,3.3,
1577,Used Land Rover Discovery buying guide: 2004-2009 (Mk3),https://www.carbuyer.co.uk/used-car-reviews/154266/used-land-rover-discovery-buying-guide-2004-2009-mk3,Ben Custard,2022-01-21,Carbuyer,,,
1578,BMW i3 hatchback review (2013-2022),https://www.carbuyer.co.uk/bmw/i3,Ben Hodges,2022-01-21,Carbuyer,,3.4,
1579,Used Volvo XC40 review: 2018 to present (Mk1),https://www.carbuyer.co.uk/volvo/xc40/303790/used-volvo-xc40-review-2018-to-present-mk1,Sam Naylor,2022-01-21,Carbuyer,,3.7,
1580,Vauxhall Combo-e Life MPV review,https://www.carbuyer.co.uk/vauxhall/combo-e,Ben Hodges,2022-01-25,Carbuyer,,3.7,
1581,Mercedes A-Class AMG Line review,https://www.carbuyer.co.uk/news/169464/mercedes-a-class-amg-line-review,Ben Custard,2022-01-25,Carbuyer,,,
1582,Used Ford Focus review: 2011 to 2018 (Mk3),https://www.carbuyer.co.uk/reviews/ford/focus/hatchback/143875,Sam Naylor,2022-01-26,Carbuyer,,3.6,
1583,Used Mazda CX-5 review: 2017 to present (Mk2),https://www.carbuyer.co.uk/mazda/cx-5/303806/used-mazda-cx-5-review-2017-to-present-mk2,,2022-01-27,Carbuyer,,3.5,
1584,Subaru XV SUV review,https://www.carbuyer.co.uk/subaru/xv,Ben Custard,2022-01-27,Carbuyer,,3.2,
1585,Vauxhall Insignia hatchback review (2017-2022),https://www.carbuyer.co.uk/vauxhall/insignia,Ben Hodges,2022-01-27,Carbuyer,,3.1,
1586,SsangYong Tivoli SUV review,https://www.carbuyer.co.uk/ssangyong/tivoli,Ben Custard,2022-01-28,Carbuyer,,3.5,
1587,Used Ford Kuga review: 2012 to 2019 (Mk2),https://www.carbuyer.co.uk/reviews/ford/kuga/suv/62527/review,Sam Naylor,2022-01-27,Carbuyer,,2.8,
1588,Used MINI hatchback review: 2014 to present (Mk3),https://www.carbuyer.co.uk/used-car-reviews/303816/used-mini-hatchback-review-2014-to-present-mk3,Sam Naylor,2022-01-28,Carbuyer,,3.6,
1589,Honda Civic hatchback review (2015-2022),https://www.carbuyer.co.uk/honda/civic/156078/honda-civic-hatchback-review-2015-2022,Andy Goodwin,2022-02-03,Carbuyer,,3.6,35575
1590,Used Renault Captur review: 2013 to 2019 (Mk1),https://www.carbuyer.co.uk/renault/captur/82195/used-renault-captur-review-2013-to-2019-mk1,Sam Naylor,2022-02-03,Carbuyer,,2.9,
1591,Fiat 500C convertible review,https://www.carbuyer.co.uk/fiat/500/500c-convertible,Ben Custard,2022-02-10,Carbuyer,,3.3,21459
1592,BMW X4 SUV review,https://www.carbuyer.co.uk/bmw/x4,Ben Custard,2022-02-09,Carbuyer,,3.6,
1593,SsangYong Korando SUV review,https://www.carbuyer.co.uk/ssangyong/korando,Ben Custard,2022-02-11,Carbuyer,,3.7,
1594,Used Audi A3 review: 2012 to 2020 (Mk3),https://www.carbuyer.co.uk/audi/a3/76459/used-audi-a3-review-2012-to-2020-mk3,Sam Naylor,2022-02-17,Carbuyer,,3.5,
1595,BMW 8 Series coupe review,https://www.carbuyer.co.uk/bmw/8-series,Richard Ingram,2022-02-17,Carbuyer,,4.0,86070
1596,Audi S8 saloon review,https://www.carbuyer.co.uk/audi/a8/s8-saloon,Richard Ingram,2022-02-17,Carbuyer,,3.7,
1597,Kia Niro SUV review (2016-2022),https://www.carbuyer.co.uk/kia/niro/152347/kia-niro-suv-review-2016-2022,Andy Goodwin,2022-02-18,Carbuyer,,3.5,30085
1598,Used Range Rover Evoque review: 2011 to 2018 (Mk1),https://www.carbuyer.co.uk/reviews/land-rover/evoque/suv/48011/review,Sam Naylor,2022-02-21,Carbuyer,,3.5,
1599,Volvo S60 saloon review,https://www.carbuyer.co.uk/volvo/s60,Richard Ingram,2022-02-21,Carbuyer,,4.3,
1600,Mercedes EQB SUV review,https://www.carbuyer.co.uk/mercedes/eqb,Ben Hodges,2022-02-22,Carbuyer,,4.1,53390
1601,Lexus ES saloon review,https://www.carbuyer.co.uk/lexus/es,Andy Goodwin,2022-02-23,Carbuyer,,4.0,43715
1602,Range Rover SUV review (2012-2022),https://www.carbuyer.co.uk/land-rover/range-rover/65605/range-rover-suv-review-2012-2022,Richard Ingram,2022-02-28,Carbuyer,,3.6,
1603,Mercedes GLC SUV review (2015-2022),https://www.carbuyer.co.uk/mercedes/glc/149755/mercedes-glc-suv-review-2015-2022,Ben Custard,2022-03-02,Carbuyer,,3.3,25660
1604,MINI Cooper review,https://www.carbuyer.co.uk/reviews/mini/mini/cooper,Ben Custard,2022-03-03,Carbuyer,,,
1605,Volvo S90 saloon review (2016-2023),https://www.carbuyer.co.uk/volvo/s90,Ben Custard,2022-03-03,Carbuyer,,3.4,
1606,Smart EQ ForTwo hatchback review,https://www.carbuyer.co.uk/smart/fortwo/fortwo-ed-hatchback,Ben Custard,2022-03-10,Carbuyer,,3.2,
1607,Skoda Kodiaq vRS SUV review,https://www.carbuyer.co.uk/skoda/kodiaq-vrs,Ben Hodges,2022-03-10,Carbuyer,,4.0,
1608,Ford Mustang convertible review,https://www.carbuyer.co.uk/ford/mustang/mustang-convertible,Andy Goodwin,2022-03-11,Carbuyer,,3.0,59825
1609,Maserati MC20 coupe review,https://www.carbuyer.co.uk/maserati/mc20,Richard Ingram,2022-03-14,Carbuyer,,3.8,225610
1610,Used Fiat 500 review: 2008 to present (Mk1),https://www.carbuyer.co.uk/fiat/500/303941/used-fiat-500-review-2008-to-present-mk1,Sam Naylor,2022-03-15,Carbuyer,,2.8,
1611,Audi RS6 Avant estate review,https://www.carbuyer.co.uk/audi/a6/rs6-avant-estate,Ben Custard,2022-03-15,Carbuyer,,4.0,118050
1612,Used Jaguar F-Pace review: 2016-2021 (Mk1),https://www.carbuyer.co.uk/jaguar/f-pace/303948/used-jaguar-f-pace-review-2016-2021-mk1,,2022-03-17,Carbuyer,,3.9,
1613,Used Volvo XC60 review: 2017-present (Mk2),https://www.carbuyer.co.uk/volvo/xc60/303954/used-volvo-xc60-review-2017-present-mk2,,2022-03-21,Carbuyer,,3.7,
1614,Range Rover Sport PHEV SUV (2013-2022) review,https://www.carbuyer.co.uk/land-rover/range-rover-sport/162013/range-rover-sport-phev-suv-2013-2022-review,Tom Jervis,2022-03-22,Carbuyer,,3.4,75855
1615,Used BMW 3 Series review: 2012-2018 (Mk6),https://www.carbuyer.co.uk/tips-and-advice/154150/used-bmw-3-series-buying-guide-2012-2015-mk6,,2022-03-23,Carbuyer,,,
1616,Skoda Octavia vRS hatchback review,https://www.carbuyer.co.uk/skoda/octavia/octavia-vrs-hatchback,Ben Custard,2022-03-22,Carbuyer,,4.4,
1617,Lexus UX 300e SUV review,https://www.carbuyer.co.uk/lexus/ux/ux-300e-suv,Ben Hodges,2022-03-29,Carbuyer,,3.8,40055
1618,BMW X1 SUV (2015-2022) review,https://www.carbuyer.co.uk/reviews/bmw/x1/suv/149735,Ben Custard,2022-03-31,Carbuyer,,3.5,36690
1619,Used Mercedes C-Class saloon review: 2014-2021 (Mk4),https://www.carbuyer.co.uk/mercedes/c-class/139570/used-mercedes-c-class-saloon-review-2014-2021-mk4,,2022-03-31,Carbuyer,,3.7,
1620,Used Vauxhall Corsa review: 2014-2019 (Mk4),https://www.carbuyer.co.uk/reviews/vauxhall/corsa/hatchback/144673,,2022-04-01,Carbuyer,,2.6,
1621,Suzuki Across SUV review,https://www.carbuyer.co.uk/suzuki-across,Richard Ingram,2022-04-05,Carbuyer,,4.0,
1622,Used Kia Sportage review: 2016 to 2021 (Mk4),https://www.carbuyer.co.uk/kia/sportage/151880/used-kia-sportage-review-2016-to-2021-mk4,Sam Naylor,2022-04-12,Carbuyer,,3.6,
1623,Used Volvo XC90 review: 2014-present (Mk2),https://www.carbuyer.co.uk/used-car-reviews/304035/used-volvo-xc90-review-2014-present-mk2,Richard Ingram,2022-04-20,Carbuyer,,,
1624,BMW 3 Series M Sport review,https://www.carbuyer.co.uk/reviews/bmw/series-3/m-sport,Tom Jervis,2022-04-13,Carbuyer,,,
1625,Used Audi Q3 review: 2011-2018 (Mk1),https://www.carbuyer.co.uk/audi/q3/51671/used-audi-q3-review-2011-2018-mk1,,2022-04-20,Carbuyer,,3.6,
1626,Nissan e-NV200 Combi MPV review,https://www.carbuyer.co.uk/nissan/nv200,Richard Ingram,2022-04-22,Carbuyer,,3.0,
1627,Lamborghini Urus SUV review,https://www.carbuyer.co.uk/lamborghini/urus,Richard Ingram,2022-04-22,Carbuyer,,3.5,
1628,Hyundai Santa Fe review (2018-2023),https://www.carbuyer.co.uk/hyundai/santa-fe/164399/hyundai-santa-fe-review-2018-2023,Ben Custard,2022-04-22,Carbuyer,,3.8,47200
1629,Aston Martin DBX SUV review,https://www.carbuyer.co.uk/aston-martin/dbx,Richard Ingram,2022-04-22,Carbuyer,,3.9,
1630,Audi A8 saloon review,https://www.carbuyer.co.uk/audi/a8,Tom Jervis,2022-04-27,Carbuyer,,4.0,79655
1631,Kia e-Niro review (2017-2022),https://www.carbuyer.co.uk/kia/e-niro,Ben Custard,2022-04-28,Carbuyer,,3.9,
1632,Citroën e-SpaceTourer MPV review,https://www.carbuyer.co.uk/citroen/e-spacetourer,Ben Hodges,2022-04-28,Carbuyer,,3.8,
1633,Mercedes-AMG GT 4-door coupe review,https://www.carbuyer.co.uk/mercedes/amg-gt/amg-gt-4-door-coupe,Richard Ingram,2022-04-28,Carbuyer,,3.9,
1634,BMW 7 Series saloon (2015-2022) review,https://www.carbuyer.co.uk/reviews/bmw/series-7/saloon/150460,Ben Custard,2022-05-03,Carbuyer,,4.2,
1635,MINI John Cooper Works hatchback review,https://www.carbuyer.co.uk/mini/mini/john-cooper-works-hatchback,Ben Custard,2022-05-04,Carbuyer,,3.8,
1636,Aston Martin Vantage coupe review,https://www.carbuyer.co.uk/aston-martin/vantage,Richard Ingram,2022-05-11,Carbuyer,,4.3,
1637,Ford Ranger pickup (2011-2022),https://www.carbuyer.co.uk/reviews/ford/ranger/pickup/58113,Ben Hodges,2022-05-10,Carbuyer,,3.7,
